baseline,bootstrap_seeds,campaign_id,campaign_profile,candidate,comparison,concurrent_pairs,effect_metric,evidence_label,holm_adjusted_p,holm_family,holm_family_size,interaction_definition,items_per_arc,mean_reduction_pct,median_difference_ci95_ms,median_difference_ms,median_reduction_ci95_pct,median_reduction_pct,paired_trials,participants,rank_biserial_ci95,rank_biserial_effect,raw_paired_differences_ms,route,trial_ids,wilcoxon_signed_rank_p
phase-coalesced-batch-verification,"{'median_reduction': 16621906164410052941, 'median_difference': 7530242727816761496, 'rank_biserial': 9928717922046105198}",preswap-eu-primary-v3-final,primary,batch-joint-presigning-batch-verification,batch_joint_presigning_vs_phase_coalesced_aggregate,1,critical-pair-wall,eu_primary,1.0,one-pair:H2-envelope-beyond-phase-coalescing,8,,31,-0.016942697478993404,"[-1.0224345, 0.859561]",0.1899615,"[-0.1388172947260449, 0.10516923768845238]",0.023891165272038106,100,16,"[-0.24079207920792078, 0.21544554455445544]",-0.010297029702970298,"[2.269751, -5.197742, 8.660017, -1.151052, -3.857826, 0.84027, -1.241396, 6.624464, 0.685758, 11.818903, 0.916117, -1.094436, 0.17834, 4.809979, 5.447333, -1.723393, 0.397691, 6.668371, 0.255236, -6.727565, -4.469239, -3.080979, 0.027912, -4.719118, 5.570049, -8.139669, 4.052724, -0.531868, 0.300724, -4.134819, -4.739402, -1.794423, -0.052554, -3.260666, 6.909721, -1.439961, 2.658024, 1.732368, -6.062468, -4.774198, -0.893817, 0.816648, 8.421128, 3.77104, 5.046238, 1.698219, -2.068876, 0.902474, 8.816922, -3.006128, -5.301943, 1.086483, -4.854717, -0.341129, 0.088103, 5.639965, 4.573416, -4.244127, -1.33064, -1.629675, 1.580869, 5.047838, 2.43811, -3.948929, 0.402384, 0.725592, -0.203322, 0.406921, 3.842467, -7.199469, -2.867455, 8.334925, 1.753607, -1.155008, -7.804064, 1.809938, -5.556604, -5.736351, -21.921317, 2.733615, -5.80677, 10.981249, -2.778368, -6.869724, -2.397622, -9.110477, 1.60635, 1.193701, 6.535094, 0.954471, 2.489832, 2.871035, -7.898392, 0.201583, 0.047124, -6.31274, 5.052233, 9.372892, 1.342691, -5.674735]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",0.9287668478981905
additive_session_and_verification_main_effects,"{'median_reduction': 15406148725887213534, 'median_difference': 8398282052093766613, 'rank_biserial': 14719725379576262020}",preswap-eu-primary-v3-final,primary,observed_combined_shared_aggregate_effect,session_verification_interaction,1,critical-pair-wall-interaction,eu_primary,1.0,one-pair:exploratory,40,shared_itemwise + independent_aggregate - independent_itemwise - shared_aggregate; positive values mean the combined method saves more wall time than the sum of the two isolated main effects,31,-0.05340395906277754,"[-1.495768, 2.298996]",0.38384050000000003,"[-0.1834460424237841, 0.28453942070264826]",0.04747750133524528,100,16,"[-0.23485148514851484, 0.22891089108910892]",-0.004752475247524752,"[7.771922, -13.53018, 5.371085, -4.593284, -0.66131, 3.541407, 0.891888, 5.851942, 5.321301, 10.273847, -1.230829, -0.414704, 1.327454, 3.159379, 8.561066, 6.471833, 4.576103, 9.323202, 7.432932, -12.007959, -2.490382, -3.929586, -11.826881, 5.535599, 10.955244, -15.806886, 3.168633, -8.0904, 4.324357, -4.541351, -12.854282, -1.190658, -2.413236, -14.26265, 8.167389, 0.595832, -1.402405, -4.962552, -2.428571, -8.164103, 2.298996, -0.242226, 12.43516, 10.242522, 7.949338, 2.860472, 0.313237, 4.781078, 13.562235, -5.883075, -13.64697, 3.028504, 1.83009, 3.526975, 2.604206, -2.856718, 0.35574, -4.57302, 6.013201, -9.329345, 2.922813, 1.728132, 8.663734, -2.384241, -1.148325, 5.157092, 6.376092, -1.819565, 0.493136, -5.615262, -5.00192, 4.693029, -0.460057, 3.067938, -2.809743, -4.499672, -20.746179, -7.122928, -15.148514, 10.743889, -1.760707, 8.833054, 2.809798, -12.15634, -5.278878, -11.449318, -3.787067, -13.23532, 1.115907, 1.283607, -3.825082, -2.384875, -6.075764, 3.7798, 3.594144, -3.005663, 0.411941, 9.758641, 3.623966, -14.814836]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",0.9670887024899815
reference-itemwise,"{'median_reduction': 1328877832665259870, 'median_difference': 11157797717466823740, 'rank_biserial': 9990588625648339499}",preswap-eu-load-v3-final,load,batch-joint-presigning-batch-verification,complete_method_vs_reference,1,critical-pair-wall,eu_load,1.0,load-anchor:descriptive,0,,15,18.566836115914946,"[177.16540600000002, 183.658597]",179.038628,"[18.711917856440763, 19.28020680539256]",18.860096886987318,20,8,"[1.0, 1.0]",1.0,"[176.865326, 184.436158, 175.316051, 178.279996, 174.819374, 178.695115, 185.22082, 176.558414, 184.140757, 184.760737, 178.193436, 185.120801, 191.215151, 176.459685, 179.382141, 180.895077, 84.007053, 183.176437, 177.465486, 182.068018]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
reference-itemwise,"{'median_reduction': 14113123747546535705, 'median_difference': 6148829699199506741, 'rank_biserial': 6804707072722600359}",preswap-eu-load-v3-final,load,phase-coalesced-itemwise,phase_coalescing_vs_reference,1,critical-pair-wall,eu_load,1.0,load-anchor:descriptive,0,,15,18.084608900672254,"[171.10597, 179.399784]",174.6264065,"[18.028370680573282, 18.86322035795843]",18.417475450182344,20,8,"[1.0, 1.0]",1.0,"[178.632425, 181.438386, 169.021689, 169.72073, 172.986955, 171.514354, 177.881175, 169.404202, 180.565049, 172.379989, 176.100259, 184.610143, 170.697586, 168.704415, 181.358068, 183.891731, 84.688657, 179.546357, 173.152554, 179.253211]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
phase-coalesced-itemwise,"{'median_reduction': 9476600739551777009, 'median_difference': 11289857374227680961, 'rank_biserial': 7639085340554492832}",preswap-eu-load-v3-final,load,batch-joint-presigning-itemwise,batch_joint_presigning_vs_phase_coalesced_itemwise,1,critical-pair-wall,eu_load,1.0,load-anchor:descriptive,0,,15,-0.13775894915426248,"[-3.1538385, -0.348806]",-2.0166975000000003,"[-0.4091408491758268, -0.04519826911302284]",-0.2607180687076208,20,8,"[-0.8571428571428571, 0.08571428571428572]",-0.4,"[-2.498165, -4.060741, -0.90618, -2.390086, 0.752068, -2.643447, -3.390266, -0.694779, -5.200314, 5.925939, 0.903315, -2.991314, 7.567535, 4.328122, -5.244262, -3.316363, -0.323925, -1.643309, -0.373687, -4.930001]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.1230926513671875
reference-itemwise,"{'median_reduction': 12143527732749433494, 'median_difference': 14309526616452871424, 'rank_biserial': 18194982601871184842}",preswap-eu-load-v3-final,load,batch-joint-presigning-itemwise,batch_joint_presigning_vs_reference,1,critical-pair-wall,eu_load,1.0,load-anchor:descriptive,0,,15,17.97358000673193,"[172.905702, 177.1906095]",174.927822,"[18.29064167611282, 18.583748237251143]",18.395756204621996,20,8,"[1.0, 1.0]",1.0,"[176.13426, 177.377645, 168.115509, 167.330644, 173.739023, 168.870907, 174.490909, 168.709423, 175.364735, 178.305928, 177.003574, 181.618829, 178.265121, 173.032537, 176.113806, 180.575368, 84.364732, 177.903048, 172.778867, 174.32321]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
batch-joint-presigning-itemwise,"{'median_reduction': 10979953281648820233, 'median_difference': 1594794650218357277, 'rank_biserial': 8618666649256261092}",preswap-eu-load-v3-final,load,batch-joint-presigning-batch-verification,batch_verification_with_batch_joint_presigning,1,critical-pair-wall,eu_load,1.0,load-anchor:descriptive,0,,15,0.7264223994674088,"[3.3477414999999997, 7.7968995]",5.8640989999999995,"[0.4324946403918864, 1.0042866850441101]",0.7597118493800733,20,8,"[0.8952380952380953, 1.0]",0.9809523809523809,"[0.731066, 7.058513, 7.200542, 10.949352, 1.080351, 9.824208, 10.729911, 7.848991, 8.776022, 6.454809, 1.189862, 3.501972, 12.95003, 3.427148, 3.268335, 0.319709, -0.357679, 5.273389, 4.686619, 7.744808]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",5.7220458984375e-06
phase-coalesced-itemwise,"{'median_reduction': 3650978204187019545, 'median_difference': 6153219297349564000, 'rank_biserial': 18219618256744795430}",preswap-eu-load-v3-final,load,phase-coalesced-batch-verification,batch_verification_with_phase_coalescing,1,critical-pair-wall,eu_load,1.0,load-anchor:descriptive,0,,15,0.6026110885241733,"[1.662677, 7.000921]",4.663363,"[0.2147863252703554, 0.9064692412947335]",0.6034882778998595,20,8,"[0.8, 1.0]",0.9523809523809523,"[0.436524, 7.036858, 3.552922, 2.111106, 0.89862, 9.712741, 1.214248, 9.542942, 7.446248, 9.109639, 4.997391, 4.329335, 11.553313, 6.271388, 6.964984, 2.438308, 6.364431, -0.682294, -0.398262, 0.485766]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-05
phase-coalesced-batch-verification,"{'median_reduction': 17340053631313636716, 'median_difference': 14522633113371509740, 'rank_biserial': 13046020433015363171}",preswap-eu-load-v3-final,load,batch-joint-presigning-batch-verification,batch_joint_presigning_vs_phase_coalesced_aggregate,1,critical-pair-wall,eu_load,1.0,load-anchor:descriptive,0,,15,-0.013853855692880238,"[-3.3614455000000003, 3.0062745]",-0.6349119999999999,"[-0.4379254674256485, 0.39051254775261734]",-0.08267718156819989,20,8,"[-0.5142857142857142, 0.47619047619047616]",-0.01904761904761905,"[-2.203623, -4.039086, 2.74144, 6.44816, 0.933799, -2.53198, 6.125397, -2.38873, -3.87054, 3.271109, -2.904214, -3.818677, 8.964252, 1.483882, -8.940911, -5.434962, -7.046035, 4.312374, 4.711194, 2.329041]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.956329345703125
additive_session_and_verification_main_effects,"{'median_reduction': 16542001556967125567, 'median_difference': 1101905403405441181, 'rank_biserial': 3031365764207544124}",preswap-eu-load-v3-final,load,observed_combined_shared_aggregate_effect,session_verification_interaction,1,critical-pair-wall-interaction,eu_load,1.0,load-anchor:descriptive,0,shared_itemwise + independent_aggregate - independent_itemwise - shared_aggregate; positive values mean the combined method saves more wall time than the sum of the two isolated main effects,15,0.12465449466054271,"[-1.906275, 2.5221685]",0.146599,"[-0.2465390172021948, 0.3245526705030966]",0.018920383674275267,20,8,"[-0.3523809523809524, 0.6285714285714286]",0.17142857142857143,"[0.294542, 0.021655, 3.64762, 8.838246, 0.181731, 0.111467, 9.515663, -1.693951, 1.329774, -2.65483, -3.807529, -0.827363, 1.396717, -2.84424, -3.696649, -2.118599, -6.72211, 5.955683, 5.084881, 7.259042]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.5216732025146484
reference-itemwise,"{'median_reduction': 1836220414131846025, 'median_difference': 1802891663714097116, 'rank_biserial': 9909609496388155994}",preswap-eu-load-v3-final,load,batch-joint-presigning-batch-verification,complete_method_vs_reference,64,stage-wall,eu_load,2.288818359375e-05,high-load:H3-secondary-system-contrast,12,,15,37.9186738669611,"[2489.982243, 2630.4148315]",2557.072798,"[37.30398365316796, 38.596264951467006]",37.8789084832954,20,8,"[1.0, 1.0]",1.0,"[2649.346062, 2403.512807, 2500.199284, 2728.991281, 2678.044214, 2424.598097, 2503.861378, 2549.817096, 2561.630011, 2343.44659, 2689.010122, 2419.836417, 2471.526823, 2552.515585, 2785.668378, 2688.681947, 2479.765202, 2611.483601, 2567.072455, 2583.659062]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
reference-itemwise,"{'median_reduction': 3125515406738252381, 'median_difference': 520266054463466782, 'rank_biserial': 15934368869985833420}",preswap-eu-load-v3-final,load,phase-coalesced-itemwise,phase_coalescing_vs_reference,64,stage-wall,eu_load,0.00011444091796875,high-load:exploratory,60,,15,36.414256824476716,"[2390.6478615, 2526.026985]",2467.9570894999997,"[35.83132704619587, 37.085002067425975]",36.495101638594555,20,8,"[1.0, 1.0]",1.0,"[2562.025573, 2307.661969, 2407.918985, 2625.296248, 2612.91797, 2303.042142, 2398.089731, 2428.854141, 2471.718735, 2262.586768, 2540.629971, 2283.167532, 2359.744532, 2466.647524, 2659.702365, 2601.770083, 2383.205992, 2511.423999, 2507.929559, 2469.266655]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
phase-coalesced-itemwise,"{'median_reduction': 7146492011376355713, 'median_difference': 3864245680360082781, 'rank_biserial': 11306898513064978787}",preswap-eu-load-v3-final,load,batch-joint-presigning-itemwise,batch_joint_presigning_vs_phase_coalesced_itemwise,64,stage-wall,eu_load,1.0,high-load:exploratory,60,,15,-0.009606444538051576,"[-8.811649, 10.396245]",-1.880569,"[-0.2062403075310748, 0.24178656163290663]",-0.043832565173395066,20,8,"[-0.5238095238095238, 0.45714285714285713]",-0.02857142857142857,"[-35.975173, -20.132746, 6.355928, -2.876644, -2.753719, 52.39337, 8.535822, 14.263684, 12.256668, -7.694061, -1.007419, 17.060307, 17.664205, 4.791652, 20.982253, -16.243559, -38.793367, -9.929237, -19.030524, -7.251351]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.9272785186767578
reference-itemwise,"{'median_reduction': 14047443047510930702, 'median_difference': 3579493425302063583, 'rank_biserial': 18074638300058774789}",preswap-eu-load-v3-final,load,batch-joint-presigning-itemwise,batch_joint_presigning_vs_reference,64,stage-wall,eu_load,0.00011444091796875,high-load:exploratory,60,,15,36.40958301506666,"[2392.017145, 2513.772581]",2466.72724,"[35.852637153924675, 36.8852904690201]",36.5285283708249,20,8,"[1.0, 1.0]",1.0,"[2526.0504, 2287.529223, 2414.274913, 2622.419604, 2610.164251, 2355.435512, 2406.625553, 2443.117825, 2483.975403, 2254.892707, 2539.622552, 2300.227839, 2377.408737, 2471.439176, 2680.684618, 2585.526524, 2344.412625, 2501.494762, 2488.899035, 2462.015304]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
batch-joint-presigning-itemwise,"{'median_reduction': 11418126270536633779, 'median_difference': 3730688805893203314, 'rank_biserial': 7889270608945818989}",preswap-eu-load-v3-final,load,batch-joint-presigning-batch-verification,batch_verification_with_batch_joint_presigning,64,stage-wall,eu_load,2.288818359375e-05,high-load:H1-aggregate-within-shared,12,,15,2.372509815154175,"[87.239127, 112.9862115]",104.0695915,"[2.033393479511799, 2.634149804902691]",2.4313109538108075,20,8,"[1.0, 1.0]",1.0,"[123.295662, 115.983584, 85.924371, 106.571677, 67.879963, 69.162585, 97.235825, 106.699271, 77.654608, 88.553883, 149.38757, 119.608578, 94.118086, 81.076409, 104.98376, 103.155423, 135.352577, 109.988839, 78.17342, 121.643758]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
phase-coalesced-itemwise,"{'median_reduction': 11065919464546840175, 'median_difference': 564305617690307818, 'rank_biserial': 17701826858571070334}",preswap-eu-load-v3-final,load,phase-coalesced-batch-verification,batch_verification_with_phase_coalescing,64,stage-wall,eu_load,0.00011444091796875,high-load:exploratory,60,,15,2.2833098008240755,"[79.093087, 115.222201]",100.1643575,"[1.8538273792597029, 2.686175810713464]",2.333290147498979,20,8,"[1.0, 1.0]",1.0,"[107.727901, 122.917611, 109.885964, 122.75223, 76.010418, 135.482085, 100.594506, 96.880526, 108.051529, 120.558438, 86.781942, 149.60784, 99.734209, 65.169411, 129.922942, 30.945023, 77.404233, 63.334954, 80.781941, 75.635953]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
phase-coalesced-batch-verification,"{'median_reduction': 127880007416822688, 'median_difference': 15364179683507741159, 'rank_biserial': 16592253022005386001}",preswap-eu-load-v3-final,load,batch-joint-presigning-batch-verification,batch_joint_presigning_vs_phase_coalesced_aggregate,64,stage-wall,eu_load,1.0,high-load:H2-envelope-beyond-phase-coalescing,12,,15,0.07964969705611946,"[-17.872959, 19.9268135]",-7.4205515,"[-0.4267271548689965, 0.4745604868691493]",-0.17672374783052924,20,8,"[-0.45714285714285713, 0.5619047619047619]",0.08571428571428572,"[-20.407412, -27.066773, -17.605665, -19.057197, -10.884174, -13.92613, 5.177141, 24.082429, -18.140253, -39.698616, 61.598209, -12.938955, 12.048082, 20.69865, -3.956929, 55.966841, 19.154977, 36.724648, -21.639045, 38.756454]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.7561664581298828
additive_session_and_verification_main_effects,"{'median_reduction': 2296382948963287257, 'median_difference': 13197639855849628291, 'rank_biserial': 12364465520591498061}",preswap-eu-load-v3-final,load,observed_combined_shared_aggregate_effect,session_verification_interaction,64,stage-wall-interaction,eu_load,1.0,high-load:exploratory,60,shared_itemwise + independent_aggregate - independent_itemwise - shared_aggregate; positive values mean the combined method saves more wall time than the sum of the two isolated main effects,15,0.0904773453807908,"[-20.071073, 15.7373795]",-4.4874019999999994,"[-0.46776845525557675, 0.3673162811966957]",-0.10455691453528199,20,8,"[-0.5238095238095238, 0.5047619047619047]",0.01904761904761905,"[15.567761, -6.934027, -23.961593, -16.180553, -8.130455, -66.3195, -3.358681, 9.818745, -30.396921, -32.004555, 62.605628, -29.999262, -5.616123, 15.906998, -24.939182, 72.2104, 57.948344, 46.653885, -2.608521, 46.007805]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.956329345703125
reference-itemwise,"{'median_reduction': 11821687908472812028, 'median_difference': 9752746061878322900, 'rank_biserial': 7348623514647471701}",preswap-eu-load-v3-final,load,batch-joint-presigning-batch-verification,complete_method_vs_reference,128,stage-wall,eu_load,2.288818359375e-05,high-load:H3-secondary-system-contrast,12,,15,38.04255661026199,"[4929.015997, 5050.374039]",4965.701396,"[38.651284553140094, 39.232679214094574]",38.77963432414292,20,8,"[1.0, 1.0]",1.0,"[5008.601332, 4924.442583, 4847.780798, 4933.589411, 5111.702496, 5176.255609, 4961.733054, 4969.669738, 5093.533436, 5106.745011, 2980.945361, 5014.717899, 5000.667664, 4935.273901, 5267.854031, 4862.13708, 5086.030179, 4760.147997, 4810.321672, 4952.222111]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
reference-itemwise,"{'median_reduction': 17307362606353310906, 'median_difference': 2620472532540039195, 'rank_biserial': 166894698797779243}",preswap-eu-load-v3-final,load,phase-coalesced-itemwise,phase_coalescing_vs_reference,128,stage-wall,eu_load,0.00011444091796875,high-load:exploratory,60,,15,37.744536776228834,"[4752.7433734999995, 4855.817449]",4805.928922,"[37.248641522895866, 37.679391147754984]",37.53417111456041,20,8,"[1.0, 1.0]",1.0,"[4837.005032, 4672.785388, 4704.314724, 4800.853257, 4888.09174, 5031.077126, 4825.044943, 4813.109742, 4801.994653, 4888.559182, 6028.703576, 4754.96444, 4800.365243, 4737.335259, 5021.750697, 4750.522307, 4874.629866, 4654.731217, 4613.297862, 4809.863191]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
phase-coalesced-itemwise,"{'median_reduction': 16129471781073620525, 'median_difference': 1375799809865896156, 'rank_biserial': 15507129478664230331}",preswap-eu-load-v3-final,load,batch-joint-presigning-itemwise,batch_joint_presigning_vs_phase_coalesced_itemwise,128,stage-wall,eu_load,0.1013031005859375,high-load:exploratory,60,,15,-2.9963665111789433,"[-70.554581, -25.503399]",-47.358012,"[-0.8754540000717186, -0.3182283924853546]",-0.5909463126709862,20,8,"[-1.0, -0.3142857142857143]",-0.7047619047619048,"[-77.672918, -51.518526, -58.881507, -109.363292, -63.436244, -31.764998, -86.855602, -62.399719, -19.905416, -138.845244, -4059.923457, 88.995488, -14.355573, -31.101382, -43.197498, -77.764236, 42.147283, 33.434883, -16.973796, -35.946586]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.0042209625244140625
reference-itemwise,"{'median_reduction': 1956586533068602425, 'median_difference': 3266692465072160000, 'rank_biserial': 10594352376587061000}",preswap-eu-load-v3-final,load,batch-joint-presigning-itemwise,batch_joint_presigning_vs_reference,128,stage-wall,eu_load,0.00011444091796875,high-load:exploratory,60,,15,36.007527996820244,"[4689.8280325, 4784.0494535]",4750.2119805,"[36.80584026867837, 37.21589636615751]",37.023365248651956,20,8,"[1.0, 1.0]",1.0,"[4759.332114, 4621.266862, 4645.433217, 4691.489965, 4824.655496, 4999.312128, 4738.189341, 4750.710023, 4782.089237, 4749.713938, 1968.780119, 4843.959928, 4786.00967, 4706.233877, 4978.553199, 4672.758071, 4916.777149, 4688.1661, 4596.324066, 4773.916605]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
batch-joint-presigning-itemwise,"{'median_reduction': 4892552408839199688, 'median_difference': 12509980757148580464, 'rank_biserial': 3844995882580887074}",preswap-eu-load-v3-final,load,batch-joint-presigning-batch-verification,batch_verification_with_batch_joint_presigning,128,stage-wall,eu_load,2.288818359375e-05,high-load:H1-aggregate-within-shared,12,,15,3.0831080057623796,"[195.863295, 268.158109]",221.251714,"[2.4249650836431647, 3.297004511826416]",2.7415582792041695,20,8,"[1.0, 1.0]",1.0,"[249.269218, 303.175721, 202.347581, 242.099446, 287.047, 176.943481, 223.543713, 218.959715, 311.444199, 357.031073, 1012.165242, 170.757971, 214.657994, 229.040024, 289.300832, 189.379009, 169.25303, 71.981897, 213.997606, 178.305506]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
phase-coalesced-itemwise,"{'median_reduction': 10493397779764066141, 'median_difference': 4361286340177204059, 'rank_biserial': 1538241375881003816}",preswap-eu-load-v3-final,load,phase-coalesced-batch-verification,batch_verification_with_phase_coalescing,128,stage-wall,eu_load,0.017690658569335938,high-load:exploratory,60,,15,1.7837721551870067,"[151.4299345, 207.36792450000002]",175.9376205,"[1.8908806191374017, 2.5717463623152357]",2.1864355017413066,20,8,"[0.45714285714285713, 1.0]",0.8095238095238095,"[65.205108, 141.259043, 196.200367, 179.549333, 177.083143, 136.218573, 161.600826, 174.792098, 171.070454, 75.748272, -503.103717, 218.535482, 236.350246, 220.476706, 173.641182, 234.155598, 254.735452, 183.375891, 230.452817, 130.69785]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.0007076263427734375
phase-coalesced-batch-verification,"{'median_reduction': 17820439046677640764, 'median_difference': 2730517579716490315, 'rank_biserial': 11047920597142132682}",preswap-eu-load-v3-final,load,batch-joint-presigning-batch-verification,batch_joint_presigning_vs_phase_coalesced_aggregate,128,stage-wall,eu_load,1.0,high-load:H2-envelope-beyond-phase-coalescing,12,,15,-1.3779536196806679,"[-39.691482, 43.872794999999996]",-20.385083,"[-0.5089076266103585, 0.5562485676831985]",-0.2612586360505502,20,8,"[-0.5333333333333333, 0.45714285714285713]",-0.0380952380952381,"[106.391192, 110.398152, -52.734293, -46.813179, 46.527613, 8.95991, -24.912715, -18.232102, 120.468329, 142.437557, -2544.654498, 41.217977, -36.047825, -22.538064, 72.462152, -122.540825, -43.335139, -77.959111, -33.429007, 11.66107]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.8983173370361328
additive_session_and_verification_main_effects,"{'median_reduction': 11799554994927689419, 'median_difference': 4883157775751062569, 'rank_biserial': 8348968135635562488}",preswap-eu-load-v3-final,load,observed_combined_shared_aggregate_effect,session_verification_interaction,128,stage-wall-interaction,eu_load,0.8333797454833984,high-load:exploratory,60,shared_itemwise + independent_aggregate - independent_itemwise - shared_aggregate; positive values mean the combined method saves more wall time than the sum of the two isolated main effects,15,1.5265559027905726,"[-5.153998499999999, 112.81175350000001]",45.8876365,"[-0.06447242792936966, 1.4041011109212969]",0.5750260656778469,20,8,"[0.08571428571428572, 0.8666666666666667]",0.5333333333333333,"[184.06411, 161.916678, 6.147214, 62.550113, 109.963857, 40.724908, 61.942887, 44.167617, 140.373745, 281.282801, 1515.268959, -47.777511, -21.692252, 8.563318, 115.65965, -44.776589, -85.482422, -111.393994, -16.455211, 47.607656]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.03623390197753906
reference-itemwise,"{'median_reduction': 6068699271192466619, 'median_difference': 14068696382557289079, 'rank_biserial': 11474273251182146240}",preswap-eu-load-v3-final,load,batch-joint-presigning-batch-verification,complete_method_vs_reference,1024,stage-wall,eu_load,2.288818359375e-05,high-load:H3-secondary-system-contrast,12,,15,39.0459511473032,"[38511.015989, 38957.800617500005]",38844.0840185,"[38.8489108940718, 39.19974496853271]",39.05869123763499,20,8,"[1.0, 1.0]",1.0,"[38245.938451, 38849.58132, 38478.616436, 38193.04112, 38335.583075, 38993.43895, 38940.23995, 39241.957841, 39260.906737, 38854.644148, 38838.586717, 38933.392933, 38543.415542, 38684.210681, 38083.973081, 38279.038882, 38765.713872, 39598.564127, 38975.361285, 39223.969965]",eu_to_us,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.9073486328125e-06
